image,question,refs,base,fusion,win
VizWiz_val_00002831.jpg,What is this?,"['sleep aid pills', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'bottle', 'unanswerable', 'bottle generic pills', 'unanswerable']",bottle,medicine,base wins
VizWiz_val_00002840.jpg,What is this?,"['can', 'unanswerable', 'can', 'can', 'can', 'can', 'canned food', 'tin can', 'unanswerable', 'can']",soup,can,fusion wins
VizWiz_val_00002847.jpg,What color is the wall?,"['light purple', 'pink', 'pink', 'purple', 'white', 'purple', 'pink', 'purple', 'pink', 'purple']",blue,white,fusion wins
VizWiz_val_00002854.jpg,What dinner is this?,"['unanswerable', 'unanswerable', 'healthy choice', 'healthy choice barbecue', 'barbecue steak', 'bbq steak bowl', 'healthy choice', 'unanswerable', 'unanswerable', 'barbeque']",unanswerable,healthy choice,base wins
VizWiz_val_00002857.jpg,What kind of animal is this?,"['either dinosaur dragon im not sure', 'dragon', 'dinosaur', 'dinosaur', 'dinosaur', 'alligator', 'dinosaur', 'dinosaur dragon', 'stuffed', 'dinosaur']",unanswerable,dinosaur,fusion wins
VizWiz_val_00002858.jpg,What denomination is this?,"['5', '5', '5', '5', 'canada', '5', '5', 'eghsthg', '5', '5']",20,5,fusion wins
VizWiz_val_00002859.jpg,What is in this bag?,"['vegetables', 'vegetables', 'unanswerable', 'vegetables', 'vegetables', 'vegetables', 'unanswerable', 'corn carrots', 'mixed vegetables', 'vegetable']",chicken,vegetables,fusion wins
VizWiz_val_00002867.jpg,What kind of coffee is this?,"['dark', 'dark', 'caffe verona', 'cafe verona', 'cafe verona dark', 'starbucks', 'starbucks', 'caffe verona', 'verona', 'starbucks caffe verona']",french vanilla,cafe verona,fusion wins
VizWiz_val_00002877.jpg,I moved closer.  See if we can identify this product.  Thank you.,"['chunk bacon potato soup', 'potato soup cheddar bacon bits', 'soup', 'chunky soup', 'potato soup', 'chunky bacon bits potato soup', 'baked potato cheddar bacon bit soup', 'chunky baked potato cheddar bacon bits', 'baked potato cheddar bacon bits', 'baked potato cheddar bacon bits']",soup,ground beef,base wins
VizWiz_val_00002878.jpg,What is this?,"['video game', 'playstation 2 game', 'playstation 2 star wars battlefront game', 'play station star wars game', 'video game', 'video game', 'star wars battlefront 2', 'game', 'playstation 2 game', 'psi game']",cd,video game,fusion wins
VizWiz_val_00002884.jpg,What color is it?,"['grey', 'gold', 'gold', 'beige', 'red', 'gold', 'unanswerable', 'unanswerable', 'gold', 'unanswerable']",brown,gold,fusion wins
VizWiz_val_00002885.jpg,What is the color of this shirt?,"['yellow', 'yellow', 'grey yellow black', 'yellow', 'mustard yellow', 'yellow', 'yellow', 'yellow', 'yellow black grey', 'yellow']",grey,yellow,fusion wins
VizWiz_val_00002888.jpg,What does this dog look like?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'white snake', 'unanswerable', 'bored', 'blonde fur stocky build', 'brown lab', 'unanswerable']",unanswerable,white,base wins
VizWiz_val_00002904.jpg,Could you read the writing that's on this tag please? Thank you.,"['yes i can read', '2 x', 'x polycotton spandex', 'x', 'no', 'sport savvy x 63 polyester 34 cotton 3 spandex made in china', 'sport savvy', 'unanswerable', 'x 63% polyester', 'sport savvy x']",unanswerable,yes,base wins
VizWiz_val_00002909.jpg,What is this can?,"['unanswerable', 'beans', 'shili', 'noodles', 'unanswerable', 'beans', 'refried beans', 'unanswerable', 'spaghetti rings', 'beans']",soup,unanswerable,fusion wins
VizWiz_val_00002918.jpg,What color is it?,"['white', 'white green', 'green', 'white', 'unanswerable', 'purse dog white paw pad brown', 'white green', 'white', 'light tan', 'white']",brown,white,fusion wins
VizWiz_val_00002919.jpg,What kind of coin is that?,"['unanswerable', 'quarter', 'unanswerable', 'penny', 'unanswerable', 'quarter', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,canada,base wins
VizWiz_val_00002924.jpg,What season is this?,"['spaghetti', 'spaghetti', 'spaghetti seasoning', 'spaghetti seasoning', 'spaghetti', 'spaghetti seasoning', 'spaghetti seasoning', 'spaghetti', 'spaghetti', 'spaghetti seasoning']",unanswerable,spaghetti seasoning,fusion wins
VizWiz_val_00002927.jpg,What spice is this? ,"['spaghetti seasoning', 'spaghetti seasoning', 'spaghetti seasoning', 'spaghetti seasoning', 'spaghetti', 'spaghetti seasoning', 'spaghetti seasoning', 'spaghetti seasoning', 'spaghetti seasoning garlic parsley pepper paprika', 'spaghetti seasoning']",unanswerable,spaghetti seasoning,fusion wins
VizWiz_val_00002934.jpg,What is this?,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'bottle sauce', 'jar', 'vase', 'unanswerable', 'jar', 'tabletop']",bottle,unanswerable,fusion wins
VizWiz_val_00002936.jpg,What denomination of currency is this?,"['dollar bill', '1 us dollar', '1 dollar', '$1', '1 dollar', 'american', '$1', '1 dollar', '1', '1 dollar bill']",20,1 dollar,fusion wins
VizWiz_val_00002946.jpg,what color is this  hair clip?,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white']",brown,white,fusion wins
VizWiz_val_00002949.jpg,Could you tell me color this is? What color is this please?,"['black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black', 'black']",grey,black,fusion wins
VizWiz_val_00002952.jpg,What is this a photo of?,"['wave', 'water bottle 500 ml', 'water bottle', 'water bottle', 'water bottle', 'water bottle', 'bottled water', 'water', 'water bottle', 'bottled water']",water,water bottle,fusion wins
VizWiz_val_00002953.jpg,is this? What is this?,"['television', 'tv player', 'tv', 'tv cable bo', 'cable box', 'unanswerable', 'tv', 'led tv', 'led', 'vcr tv']",tv,television,base wins
VizWiz_val_00002955.jpg,What color are the ropes from top to bottom?,"['blue green red yellow', 'black green red yellow', 'blue greeen red yellow', 'blue green red yellow', 'purple green red yellow', 'blue green red yellow', 'blue green red yellow', 'blue green red yellow', 'blue green red yellow', 'blue gree red yellow']",blue,blue green red yellow,fusion wins
VizWiz_val_00002961.jpg,What color is this cartridge?,"['epson', 'black', 'unanswerable', 'unanswerable', 'black', 'black yellow', 'unanswerable', 'unanswerable', 'yellow', 'unanswerable']",black,unanswerable,fusion wins
VizWiz_val_00002972.jpg,what kind of soft drink is this?,"['root beer', 'root beer', 'root beer', 'root beer', 'root beer', 'root beer', 'root beer', 'root beer', 'root beer', 'rootbeer']",dr pepper,root beer,fusion wins
VizWiz_val_00002976.jpg,What kind of beverage is this? ,"['soda', 'soda', 'unanswerable', 'peach faygo', 'unanswerable', 'soda', 'unanswerable', 'soda drink', 'grapefruit soda', 'soda']",pepsi,unanswerable,fusion wins
VizWiz_val_00002982.jpg,What is this?,"['ketchup', 'ketchup', 'ketchup', 'ketchup', 'tomato ketchup', 'ketchup', 'ketchup', 'ketchup', 'tomato ketchup', 'tomato ketchup']",tomato sauce,ketchup,fusion wins
VizWiz_val_00002983.jpg,is there any text on my computer screen?,"['warning', 'yes blurry', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,unanswerable,base wins
VizWiz_val_00002984.jpg,What is this?,"['coffee maker', 'coffee maker', 'coffee pot', 'coffee machine', 'coffee maker', 'coffee maker', 'coffee maker', 'coffee maker', 'ssv', 'coffee maker']",coffee,coffee maker,fusion wins
VizWiz_val_00002988.jpg,What is this?,"['toy car', 'car', 'toy car', 'toy car', 'toy car', 'toy car', 'toy car', 'toy car', 'car', 'racing car']",unanswerable,car,fusion wins
VizWiz_val_00002994.jpg,This is the display of a treadmill.  Can you tell me the distance off the top display please.,"['unanswerable', '3.93', '3.93', 'unanswerable', 'unanswerable', 'unanswerable', '3.93', 'unanswerable', 'unanswerable', '393']",unanswerable,3.98,base wins
VizWiz_val_00002995.jpg,Lights in the room turned on or off?,"['lights off', 'off', 'on', 'off', 'on', 'unanswerable', 'on', 'on', 'on', 'on']",yes,on,fusion wins
VizWiz_val_00003003.jpg,What kind of coffee is this?,"['espresso', 'espresso', 'timothy expresso', 'rainforest esspresso', 'rainforest espresso', 'espresso', 'extra bold', 'espresso foret tropical', 'extra bold espresso foret tropical', 'timothy']",coffee,timothy,fusion wins
VizWiz_val_00003020.jpg,What is in this can?,"['beans', 'cannelloni beans', 'unanswerable', 'beans', 'unanswerable', 'canellini bean soup', 'beans', 'beans', 'unanswerable', 'beans']",soup,unanswerable,fusion wins
VizWiz_val_00003022.jpg,"Excuse me, tell me what you can see exactly in this picture.","['fridge', 'refrigerator', 'fridge', 'small refridgerator wicker tray light tiled wall handle sticker on refridgerator', 'fridge', 'mini fridge', 'mini fridge', 'cabinet doors', 'white fridge', 'fridge']",door,refrigerator,fusion wins
VizWiz_val_00003026.jpg,Which temperature?,"['unanswerable', '57', 'twenty', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', '20', '20.7c', 'unanswerable']",unanswerable,75,base wins
VizWiz_val_00003028.jpg,What kind of drink is that?,"['orange juice', 'orange juice', 'orange juice', 'orangejuice', 'orange juice', 'orange juice', 'orange juice', 'orange juice', 'orange', 'orange juice']",orange,orange juice,fusion wins
VizWiz_val_00003033.jpg,"Can contents, please.","['beans', 'golden hominy', 'hominy', 'hominy', 'hominy', 'golden hominy beans', 'hominy', 'hominy', 'hominy', 'hominy']",unanswerable,beans,fusion wins
VizWiz_val_00003046.jpg,what is in this bottle,"['unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'thermos', 'unanswerable', 'coffee', 'coffee']",unanswerable,coffee,base wins
VizWiz_val_00003052.jpg,What is this?,"['beer', 'beer', 'beer', 'bottle', 'beer', 'unanswerable', 'beer', 'liquor', 'beer bottle', 'unanswerable']",unanswerable,bottle,base wins
VizWiz_val_00003055.jpg,Is this red or white liquid?,"['red merlot', 'red', 'red wine', 'red', 'red', 'unanswerable', 'red', 'red', 'red', 'red']",red,yes,base wins
VizWiz_val_00003057.jpg,WHAT IS THIS?,"['unanswerable', 'banana flavor snack', 'popcorn', 'some banana flavored angel delight', 'unanswerable', 'cereal', 'food', 'angel delight', 'banana flavored treats', 'popcorn']",cereal,cookies,base wins
VizWiz_val_00003064.jpg,Is this diet Pepsi or regular Pepsi?,"['diet pepsi', 'diet', 'unanswerable', 'diet', 'diet pepsi', 'diet', 'diet', 'diet', 'diet pepsi', 'diet']",pepsi,diet,fusion wins
VizWiz_val_00003065.jpg,What's in this tin?,"['tomato sauce', 'unanswerable', 'can', 'unanswerable', 'fish', 'sauce', 'fish', 'unanswerable', 'tomato sauce', 'fish']",unanswerable,sauce,base wins
VizWiz_val_00003067.jpg,What is this?,"['broccoli', 'broccoli', 'frozen broccoli', 'broccoli', 'broccoli', 'broccoli', 'broccoli', 'broccoli', 'broccoli', 'broccoli']",food,broccoli,fusion wins
VizWiz_val_00003069.jpg,What is this?,"['fruit delight dessert', 'fruit cake', 'candy', 'nut candies', 'fruit nut candies', 'fruit delight', 'fruit delight candy', 'fruit delight', 'fruit delight nut candies', 'fruit delights liberty orchards']",cereal,candy,fusion wins
VizWiz_val_00003071.jpg,What is this?,"['advanced color therapy shampoo', 'shampoo', 'advanced color therapy shampoo', 'shampoo', 'color therapy shampoo', 'shampoo', 'color therapy', 'shampoo', 'ovation advanced color therapy', 'color therapy']",lotion,shampoo,fusion wins
VizWiz_val_00003077.jpg,What is this?,"['unanswerable', 'timer', 'unanswerable', 'timer', 'thermostat', 'unanswerable', 'thermostat', 'talking timer', 'unanswerable', 'monitor']",unanswerable,clock,base wins
VizWiz_val_00003082.jpg,What is this?,"['unanswerable', 'unanswerable', 'banquet dinner', 'unanswerable', 'frozen dinner', 'banquet meal', 'banquet tv dinner', 'banquet enchiladas', 'food', 'frozen dinner']",soup,unanswerable,fusion wins
VizWiz_val_00003084.jpg,Qu es esto?,"['dirty keyboard', 'keyboard', 'laptop keyboard', 'keyboard', 'unanswerable', 'keyboard', 'laptop keyboard', 'keyboard', 'keyboard', 'keyboard']",keyboard,unanswerable,base wins
VizWiz_val_00003088.jpg,Can you tell what pills are these?,"['tylenol', 'tylenol', 'acetaminophen', 'tylenol rapid release gels acetaminophen 500mg', 'tylenol extra strength', 'tylenol', 'tylenol extra strength', 'bottle', 'yes tylenol', 'tylenol extra strength']",ibuprofen,tylenol,fusion wins
VizWiz_val_00003096.jpg,What is it? ,"['box', 'laptop', 'hard drive', 'desk', 'modem', 'unanswerable', 'power bank', 'unanswerable', 'external disk drive', 'computer stuff']",computer,unanswerable,fusion wins
VizWiz_val_00003115.jpg,What is the color?,"['pink yellow', 'white', 'unanswerable', 'unanswerable', 'red', 'unanswerable', 'pink', 'white', 'white', 'unanswerable']",blue,unanswerable,fusion wins
VizWiz_val_00003121.jpg,"Hi, I was wondering if you could tell me the color of this t-shirt and there's a logo up on the left breast if you're able to see what that says please.","['no', 'blue figure guitar', 'blue shirt design buddha playing guitar', 'turquoise buddha logo', 'aqua blue ghost playing guitar logo', 'blue', 'blue no', 'light blue', 'tshirt: blue logo: buddha playing guitar', 'unanswerable']",unanswerable,white,base wins
VizWiz_val_00003130.jpg,What is this?,"['unanswerable', 'penbino', 'game', 'penbino', 'penbino', 'penbino', 'toy', 'book', 'unanswerable', 'toy']",book,unanswerable,fusion wins
VizWiz_val_00003137.jpg,Getting closer to the boyle?,"['yes boiling', 'yes', 'yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",yes,no,base wins
VizWiz_val_00003144.jpg,Please tell me what is on the screen,"['unanswerable', 'green lights', 'computer image', 'laptop system screen', 'unanswerable', 'grey pop up window', 'unanswerable', 'computer screen', 'nothing', 'unanswerable']",yes,unanswerable,fusion wins
VizWiz_val_00003146.jpg,What is this product,"['crackers', 'club multi grain crackers', 'club multi grain crackers', 'club', 'crackers', 'crackers', 'club multi grain crackers', 'club multigrain crackers', 'crackers', 'club multi grain']",unanswerable,crackers,fusion wins
VizWiz_val_00003155.jpg,"Summary, what is on this page?","['advertisement for food', 'unanswerable', 'box for tv dinner', 'unanswerable', 'unanswerable', 'unanswerable', 'coupon', 'unanswerable', 'sweet sour shrimp', 'food']",unanswerable,chicken,base wins
VizWiz_val_00003159.jpg,What kind of soda pop? ,"['coca cola', 'coca cola', 'coca cola', 'coca cola', 'coca cola', 'coca cola 0', 'coca cola 0', 'coke 0', 'coca cola 0', 'coca cola 0']",coca cola,coke,base wins
VizWiz_val_00003163.jpg,Kind of dog is this?,"['labrador', 'labrador', 'yellow lab', 'labrador', 'yellow lab', 'golden lab', 'lab', 'golden retriever', 'hound', 'boxer']",dog,golden retriever,fusion wins
VizWiz_val_00003164.jpg,What is this thing?,"['cassette tape', 'cassette', 'cassette tape', 'cassette', 'cassette tape', 'cassette tape', 'cassette', 'cassette tape', 'tape disc', 'cassette tape']",phone,cassette tape,fusion wins
VizWiz_val_00003167.jpg,What kind of coffee is this?,"['unanswerable', 'creme brulee', 'creme brulee', 'brulee', 'creme brule', 'coffee am creme brulee', 'creme brulee', 'vanilla', 'coffeeam', 'creme brulee']",french vanilla,unanswerable,fusion wins
VizWiz_val_00003168.jpg,What color is this shirt?,"['grey', 'unanswerable', 'yellow', 'beige', 'grey', 'grey', 'olive green', 'green', 'golden brown', 'tan']",grey,white,base wins
VizWiz_val_00003174.jpg,Can you tell me what flavor this is? ,"['diet dr pepper', 'diet dr pepper', 'dr pepper diet', 'dr pepper', 'diet dr pepper', 'diet dr pepper', 'diet dr pepper', 'cola', 'diet dr pepper', 'diet dr pepper']",dr pepper,diet dr pepper,fusion wins
VizWiz_val_00003176.jpg,can i get the name of the team please for rickey henderson thank you.,"['dodgers', 'yankees', 'oakland athletics', 'unanswerable', 'oakland athletics', 'that information not available on here', 'athletics', 'wargawrgh', 'athletics yankees', 'unanswerable']",unanswerable,rickey henderson.1992,base wins
VizWiz_val_00003181.jpg,What is this?,"['baby blanket', 'blanket', 'unanswerable', 'flannel blanket', 'nightgown', 'material', 'sheets', 'white small purple flowers', 'blanket', 'blanket']",shirt,blanket,fusion wins
VizWiz_val_00003182.jpg,What is this cereal?,"['unanswerable', 'unanswerable', 'tv', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']",unanswerable,tv,base wins
VizWiz_val_00003189.jpg,What is this item?,"['loose tea', 'tea', 'unanswerable', 'tea', 'tea', 'tea', 'tea', 'tea', 'tea', 'tea']",coffee,unanswerable,fusion wins
VizWiz_val_00003191.jpg,This is a different box. Does this show bed time or calming on this label?,"['420043', 'unanswerable', 'calming', 'calming', 'no', 'no', 'calming', 'calming', 'calming', 'no']",unanswerable,no,fusion wins
